web-scraper-order,web-scraper-start-url,rank,Youtuber,subscribers,video views,video count,category,started
"1699959846-905","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","905","elROJO","384,000","23,718,284","353","Entertainment","2016"
"1699959846-906","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","906","llPapiArcaYTll","116,228","23,676,907","725","Gaming","2009"
"1699959846-907","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","907","VlogMadridista","134,000","23,665,275","924","Sports","2015"
"1699959846-908","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","908","Soy Rappi","95,000","23,620,637","106","People & Blogs","2018"
"1699959846-909","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","909","carlos ochoa","72,400","23,618,421","2,146","Entertainment","2010"
"1699959846-910","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","910","SoyAndrex Tutoriales","180,000","23,502,664","153","","2017"
"1699959846-911","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","911","Jeisson Millan","673,000","23,416,656","75","Comedy","2015"
"1699959846-912","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","912","Poseidon Zen'in","137,000","23,406,726","354","Film & Animation","2015"
"1699959846-913","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","913","JohanYT","191,000","23,398,886","654","Gaming","2018"
"1699959846-914","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","914","PRO-BARRAS","272,000","23,378,386","466","Sports","2012"
"1699959846-915","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","915","AfroDancehall Oficial","89,400","23,371,422","85","Music","2013"
"1699959846-916","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","916","Noticias Del Momento","250,000","23,351,505","2,904","Entertainment","2015"
"1699959846-917","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","917","Nick Vr","91,500","23,273,338","315","Music","2010"
"1699959846-918","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","918","Judith","702,000","23,268,739","18","Howto & Style","2014"
"1699959846-919","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","919","Weldon1045","47,800","23,250,089","191","Entertainment","2016"
"1699959846-920","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","920","Sensodyne CO","4,030","23,119,464","32","People & Blogs","2015"
"1699959846-921","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","921","ElsaMaraContable","200,000","22,954,542","1,590","Education","2012"
"1699959846-922","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","922","Alexius Tv","246,000","22,905,237","312","Howto & Style","2016"
"1699959846-923","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","923","Nicolás Vélez","235,000","22,867,117","126","People & Blogs","2015"
"1699959846-924","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","924","SUPERTODEROSOS por Alonso Arango","147,000","22,809,543","182","People & Blogs","2011"
"1699959846-925","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","925","Voz Populi Te Ve","86,700","22,713,772","847","Comedy","2016"
"1699959846-926","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","926","AndresFw","124,184","22,711,579","21","People & Blogs","2016"
"1699959846-927","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","927","Informantes Everywhere","167,000","22,671,554","34","People & Blogs","2016"
"1699959846-928","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","928","Top Nation Lyrics","84,500","22,620,604","27","Music","2016"
"1699959846-929","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","929","CHECHO DOYPACK","202,000","22,584,124","1,677","Gaming","2017"
"1699959846-930","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","930","NOTICIAS DE ULTIMA HORA","336,000","22,557,693","1,185","News & Politics","2012"
"1699959846-931","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","931","Monopolio Urbano Music","49,707","22,454,505","70","Music","2016"
"1699959846-932","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","932","CAMBIO","164,000","22,330,088","1,466","News & Politics","2022"
"1699959846-933","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","933","El Colombiano","54,000","22,295,737","1,921","News & Politics","2011"
"1699959846-934","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","934","THE SEGA RED","89,500","22,278,156","768","Science & Technology","2012"
"1699959846-935","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","935","Checo Acosta","39,800","22,258,614","98","Music","2015"
"1699959846-936","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","936","OnlineTrends","97,838","22,223,515","64","People & Blogs","2014"
"1699959846-937","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","937","Keiner Torres","166,000","22,168,131","402","Music","2011"
"1699959846-938","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","938","Beauties Colombia","22,000","22,141,511","638","People & Blogs","2012"
"1699959846-939","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","939","Dj Morro","71,600","22,081,291","29","People & Blogs","2015"
"1699959846-940","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","940","HATSU","32,700","22,012,030","109","","2015"
"1699959846-941","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","941","Prensa Cajar","6,090","21,981,907","1,177","News & Politics","2008"
"1699959846-942","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","942","World News Latinoamerica","48,300","21,939,182","381","People & Blogs","2017"
"1699959846-943","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","943","Cafe Picante Morales","151,000","21,763,137","3,102","News & Politics","2016"
"1699959846-944","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","944","Colombia Elige","234,000","21,721,497","653","People & Blogs","2015"
"1699959846-945","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","945","EL KHEVIN","136,385","21,706,491","98","Entertainment","2015"
"1699959846-946","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","946","Julio","91,300","21,579,766","291","Music","2013"
"1699959846-947","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","947","Televallenato","50,700","21,567,379","359","Music","2009"
"1699959846-948","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","948","Sky G","890,000","21,367,324","46","Music","2014"
"1699959846-949","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","949","Invasión Geek","116,000","21,310,286","1,704","Entertainment","2012"
"1699959846-950","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","950","Erotik 777","80,161","21,233,359","152","People & Blogs","2017"
"1699959846-951","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","951","FaroLatino","59,500","21,074,009","354","Entertainment","2007"
"1699959846-952","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","952","En Viral","0","21,052,862","69","Gaming","2013"
"1699959846-953","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","953","Roloco News","105,000","20,830,074","535","News & Politics","2011"
"1699959846-954","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","954","Los Insaciables","158,000","20,813,194","522","People & Blogs","2017"
"1699959846-955","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","955","Hechos Internacionales","152,000","20,665,282","1,504","News & Politics","2010"
"1699959846-956","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","956","Sebas Estuvo AquÍ","105,000","20,622,276","144","Entertainment","2009"
"1699959846-957","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","957","Juanpa468","42,700","20,554,257","797","Film & Animation","2013"
"1699959846-958","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","958","SoniCBooM","158,000","20,517,164","914","Gaming","2016"
"1699959846-959","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","959","Little Vale","611,000","20,447,428","77","People & Blogs","2017"
"1699959846-960","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","960","Vedran Badun Adventures","85,800","20,446,247","993","Travel & Events","2016"
"1699959846-961","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","961","GaymerPC","102,000","20,359,378","2,310","Gaming","2014"
"1699959846-962","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","962","Red Mundial Noticias","184,000","20,248,869","724","Music","2016"
"1699959846-963","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","963","Cocine con Tuti","146,000","20,236,955","259","Howto & Style","2007"
"1699959846-964","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","964","HSB Noticias","83,200","20,167,888","1,784","News & Politics","2012"
"1699959846-965","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","965","xSerch","54,900","20,083,942","466","Gaming","2014"
"1699959846-966","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","966","Cris y Janeth Bailando la Vida","65,900","20,074,601","31","","2007"
"1699959846-967","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","967","Mi Cocina","103,000","20,063,943","309","People & Blogs","2011"
"1699959846-968","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","968","Kloe La Maravilla","376,000","19,915,145","52","People & Blogs","2017"
"1699959846-969","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","969","Juan Diego Johns","531,000","19,900,290","226","Entertainment","2014"
"1699959846-970","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","970","H724 Noticias","48,100","19,851,110","2,698","People & Blogs","2017"
"1699959846-971","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","971","DJ ViiKo C","32,589","19,847,354","105","Music","2012"
"1699959846-972","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","972","Mafe Vasquez","503,000","19,845,313","130","People & Blogs","2016"
"1699959846-973","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","973","Rap Bang Club","69,100","19,808,993","86","People & Blogs","2016"
"1699959846-974","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","974","Fredy Rojas Bernal","57,500","19,721,650","288","Education","2013"
"1699959846-975","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","975","Catalina Cardona","530,000","19,698,546","111","Entertainment","2013"
"1699959846-976","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","976","LA JHULIAN 💟","138,000","19,632,186","334","","2017"
"1699959846-977","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","977","Maxi Rubio","600,000","19,552,534","248","Science & Technology","2018"
"1699959846-978","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","978","BLOG JEANCARLISTA ✓","67,500","19,539,207","59","","2012"
"1699959846-979","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","979","CONOCIMIENTOFOUR","68,600","19,457,072","247","Science & Technology","2013"
"1699959846-980","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","980","RCPE channel","127,000","19,402,435","574","Entertainment","2013"
"1699959846-981","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","981","Fantasmas Brujas y duendes Reales","42,300","19,400,523","37","Sports","2014"
"1699959846-982","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","982","Big Deivis","47,700","19,336,315","48","Music","2016"
"1699959846-983","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","983","Mati Gómez","69,900","19,296,578","54","Music","2019"
"1699959846-984","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","984","JoseAguilarTV","23,300","19,265,999","5","Film & Animation","2014"
"1699959846-985","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","985","Origen","560,000","19,232,874","245","Entertainment","2014"
"1699959846-986","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","986","Survivor La Isla de los Famosos","42,100","19,174,095","421","","2022"
"1699959846-987","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","987","DiYos Tv","101,000","19,159,426","1,294","Entertainment","2017"
"1699959846-988","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","988","Felipe Ardila","89,400","19,115,411","21","People & Blogs","2012"
"1699959846-989","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","989","El Clooy","82,800","18,996,942","13","Music","2020"
"1699959846-990","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","990","SrTheKing","209,000","18,938,433","406","Gaming","2014"
"1699959846-991","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","991","María Jimena Duzán","330,000","18,933,015","388","News & Politics","2014"
"1699959846-992","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","992","avanlife","156,000","18,889,711","175","News & Politics","2010"
"1699959846-993","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","993","Salomón Valencia","269,000","18,884,184","171","Entertainment","2016"
"1699959846-994","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","994","Gandalf Records","172,000","18,870,694","21","Entertainment","2017"
"1699959846-995","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","995","I'm Night!","152,000","18,853,339","256","Gaming","2016"
"1699959846-996","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","996","Los Parcheros","39,600","18,832,516","127","Sports","2015"
"1699959846-997","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","997","ZONA K-POP","354,000","18,827,611","139","People & Blogs","2014"
"1699959846-998","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","998","Mario Tutoriales","88,500","18,807,635","121","Science & Technology","2016"
"1699959846-999","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","999","Checho 1996 Loquendero","42,000","18,794,740","191","People & Blogs","2012"
"1699959846-1000","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","1000","Chill Of Brando","34,300","18,780,297","110","Music","2018"
