web-scraper-order,web-scraper-start-url,rank,Youtuber,subscribers,video views,video count,category,started
"1699959846-356","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","356","rodrigo riaño del castillo","570,000","122,673,978","3,405","","2009"
"1699959846-357","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","357","Free Stayla","316,000","121,768,584","73","Music","2012"
"1699959846-358","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","358","Entretenimiento Viral","414,000","121,686,406","3,493","Entertainment","2012"
"1699959846-359","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","359","María Luisa Piraquive","309,000","121,547,078","487","People & Blogs","2017"
"1699959846-360","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","360","Samsung Colombia","498,000","120,747,699","355","Science & Technology","2011"
"1699959846-361","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","361","Oraciones amor a Jesús","1,220,000","120,481,269","1,431","","2017"
"1699959846-362","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","362","Koffee El Kafetero","229,000","120,373,335","40","Music","2015"
"1699959846-363","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","363","Exatlon Colombia","253,000","119,434,717","1,743","Entertainment","2018"
"1699959846-364","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","364","Canal Capital","438,000","119,294,250","54,161","News & Politics","2010"
"1699959846-365","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","365","NOTICIAS MUNDIALES AL DÍA","531,000","118,449,501","2,470","Entertainment","2019"
"1699959846-366","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","366","Thomaz","234,000","118,123,012","43","Music","2014"
"1699959846-367","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","367","Dr. Salomon (Ni una Dieta más)","1,410,000","117,943,977","234","Science & Technology","2008"
"1699959846-368","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","368","Juanse Orozco","763,000","117,763,931","152","People & Blogs","2015"
"1699959846-369","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","369","OYR studio","178,000","117,297,445","105","Music","2014"
"1699959846-370","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","370","Alvinsch","1,280,000","116,349,695","171","Entertainment","2017"
"1699959846-371","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","371","fraynelson","494,000","116,323,719","13,448","Education","2006"
"1699959846-372","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","372","Mundo Simpsons Tv","223,232","116,126,120","400","People & Blogs","2016"
"1699959846-373","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","373","GMSquad xD","1,540,000","115,679,602","619","Gaming","2017"
"1699959846-374","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","374","CESAR BALLY","172,467","115,384,585","62","Music","2012"
"1699959846-375","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","375","Blainer Vergel","511,000","115,175,349","525","Entertainment","2016"
"1699959846-376","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","376","Bibi Variedades","701,000","114,839,555","457","Comedy","2013"
"1699959846-377","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","377","Alejo Lopera Inglés","1,460,000","114,543,133","1,515","Autos & Vehicles","2007"
"1699959846-378","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","378","Fredy Castro","147,000","114,473,411","5,587","Music","2009"
"1699959846-379","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","379","MLP Multilanguages","148,000","112,952,125","1,191","Comedy","2013"
"1699959846-380","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","380","El País Cali","213,000","112,033,574","10,082","Travel & Events","2008"
"1699959846-381","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","381","El profe García","852,000","111,853,278","657","Education","2011"
"1699959846-382","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","382","Cojo Crazy","360,000","111,767,021","53","Music","2016"
"1699959846-383","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","383","Fabianreinaher","311,000","111,573,900","72","","2018"
"1699959846-384","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","384","ELVICTV","545,000","111,301,673","968","Science & Technology","2014"
"1699959846-385","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","385","Danny Daniel","158,000","111,290,718","173","Music","2014"
"1699959846-386","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","386","Carlos Julio Gallego","140,000","111,179,136","350","Music","2009"
"1699959846-387","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","387","GO GREEN","780,000","110,234,807","545","People & Blogs","2016"
"1699959846-388","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","388","LIDERES CON CAUSA","1,390,000","110,059,182","647","People & Blogs","2008"
"1699959846-389","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","389","#HolaSoyDanny","892,000","109,985,183","488","Entertainment","2016"
"1699959846-390","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","390","Mono Zabaleta","141,000","109,248,501","208","People & Blogs","2014"
"1699959846-391","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","391","NOTI FARANDULA","378,000","108,959,659","2,040","Entertainment","2018"
"1699959846-392","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","392","JORGE LUIS HORTUA","227,000","108,756,798","40","Music","2008"
"1699959846-393","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","393","Cristian Ridzer","1,070,000","108,743,450","1,003","Science & Technology","2013"
"1699959846-394","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","394","Banco Caja Social","36,800","108,682,460","351","","2011"
"1699959846-395","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","395","Iro Ramirez","508,000","108,549,885","1,049","People & Blogs","2017"
"1699959846-396","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","396","Andresitow","1,060,000","108,239,338","249","People & Blogs","2016"
"1699959846-397","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","397","Impacto Mundo","620,000","107,256,565","1,635","People & Blogs","2014"
"1699959846-398","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","398","Noticiero 90 Minutos","239,000","107,149,835","45,075","Sports","2011"
"1699959846-399","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","399","Mano de Obra Music","168,000","106,683,901","61","Music","2016"
"1699959846-400","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","400","Alexis Escobar","149,000","106,628,559","154","Music","2009"
"1699959846-401","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","401","Nancy Loaiza","1,630,000","106,269,187","418","Howto & Style","2010"
"1699959846-402","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","402","Dj Sammy Barbosa","164,000","105,471,966","720","Music","2010"
"1699959846-403","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","403","Antena 2","280,000","105,194,909","6,340","Sports","2013"
"1699959846-404","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","404","byjuanca10","346,000","103,915,556","445","Gaming","2013"
"1699959846-405","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","405","Daniela Legarda","1,650,000","103,778,845","347","People & Blogs","2016"
"1699959846-406","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","406","EL SHOW DE TATO","335,000","103,454,416","381","Entertainment","2007"
"1699959846-407","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","407","TheCriss7","800,000","103,169,400","183","","2021"
"1699959846-408","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","408","RCN Novelas","250,000","102,658,570","2,902","Entertainment","2011"
"1699959846-409","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","409","El Diario De Kika","1,650,000","102,631,070","243","People & Blogs","2017"
"1699959846-410","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","410","LA PLAGA","931,000","102,543,642","117","","2016"
"1699959846-411","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","411","Mecanica Confeccion","973,000","102,348,905","408","Entertainment","2015"
"1699959846-412","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","412","Gemelas Ortega","1,310,000","100,252,984","325","People & Blogs","2015"
"1699959846-413","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","413","Icaro Art","416,000","99,817,196","1,078","People & Blogs","2014"
"1699959846-414","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","414","Criss & Ronny","223,000","99,709,104","139","People & Blogs","2014"
"1699959846-415","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","415","MC Jozeph • Rap Romántico","564,000","99,087,419","156","Music","2012"
"1699959846-416","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","416","Naty Arcila","1,110,000","99,001,840","928","People & Blogs","2012"
"1699959846-417","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","417","carolinagarciaoficial","424,000","98,733,688","119","Music","2010"
"1699959846-418","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","418","julioprofenet","887,000","98,276,018","144","Education","2011"
"1699959846-419","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","419","Mundo José Ordóñez","416,000","98,033,663","1,015","Comedy","2014"
"1699959846-420","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","420","H E R L E K I N G","430,000","96,438,909","271","Gaming","2019"
"1699959846-421","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","421","TITANES","2,290,000","96,083,624","131","People & Blogs","2019"
"1699959846-422","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","422","Eiva07","537,000","95,238,598","4,634","Gaming","2017"
"1699959846-423","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","423","Belleza sin Limites","582,000","93,493,175","1,046","Howto & Style","2010"
"1699959846-424","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","424","Yarosmy","476,000","93,454,602","338","","2019"
"1699959846-425","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","425","Sebastian Herrera 531","405,000","93,202,125","521","Autos & Vehicles","2008"
"1699959846-426","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","426","Top Sella","317,000","93,197,364","27","Entertainment","2016"
"1699959846-427","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","427","oficial HASSAM","404,000","92,766,681","232","Comedy","2012"
"1699959846-428","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","428","Noticias de Actualidad - Tops","531,000","92,217,670","258","Entertainment","2013"
"1699959846-429","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","429","carlos quiceno","476,000","92,153,711","1,392","Science & Technology","2009"
"1699959846-430","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","430","Jesus Vides","152,000","91,929,864","412","Entertainment","2007"
"1699959846-431","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","431","Cracks Colombia","399,000","91,726,612","2,062","Sports","2017"
"1699959846-432","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","432","ANDREY REINA","601,000","91,635,625","247","People & Blogs","2013"
"1699959846-433","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","433","PlanetaSportTV","287,000","91,562,710","712","Sports","2013"
"1699959846-434","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","434","Dj Profeta","240,000","91,299,429","222","Music","2012"
"1699959846-435","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","435","MR. CURIOSO","383,000","90,816,881","132","Entertainment","2013"
"1699959846-436","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","436","Angel Xool","254,000","90,119,287","590","People & Blogs","2017"
"1699959846-437","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","437","Young F","207,000","90,023,888","157","Music","2014"
"1699959846-438","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","438","Cantos del Paraíso","310,000","89,985,136","241","Pets & Animals","2009"
"1699959846-439","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","439","Esto es Cumbia","243,000","89,926,112","374","Entertainment","2012"
"1699959846-440","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","440","Me dicen Wally","449,000","89,573,197","567","News & Politics","2015"
"1699959846-441","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","441","Autos Rodando","265,000","89,055,098","1,834","Autos & Vehicles","2006"
"1699959846-442","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","442","TOP LOKENDO","303,000","88,994,038","1,102","Pets & Animals","2015"
"1699959846-443","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","443","Simon Pulgarin","1,210,000","88,629,382","182","Entertainment","2011"
"1699959846-444","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","444","JULIAN CALDERÓN","367,000","88,331,117","824","Autos & Vehicles","2012"
"1699959846-445","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","445","Presidencia de la República - Colombia","304,000","88,200,715","20,488","News & Politics","2010"
"1699959846-446","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","446","DIANA ROJAS","329,000","87,959,735","314","Howto & Style","2011"
"1699959846-447","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","447","Easy Art Time - Drawing School","482,000","87,910,081","1,021","Howto & Style","2017"
"1699959846-448","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","448","El Podcast de Alejo Vergel","192,000","87,462,144","1,344","People & Blogs","2016"
"1699959846-449","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","449","La Banda Del 5","102,000","87,119,485","84","Music","2015"
"1699959846-450","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","450","Integración CASANOVA","159,000","86,957,535","34","Comedy","2011"
"1699959846-451","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","451","BlackTower","395,000","86,876,858","639","Gaming","2016"
"1699959846-452","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","452","FlorTa Games","1,470,000","86,588,702","533","Gaming","2018"
"1699959846-453","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","453","Rodezel2.0","1,000,000","86,349,926","178","Gaming","2014"
"1699959846-454","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","454","Music Medellín","185,000","85,881,663","655","Music","2021"
"1699959846-455","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","455","Deportes RCN","304,000","85,863,809","2,443","Sports","2016"
"1699959846-456","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","456","Nick Y Ya","1,050,000","85,431,013","214","Entertainment","2014"
"1699959846-457","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","457","Motos Fly Pasión","485,000","85,352,460","658","Autos & Vehicles","2013"
"1699959846-458","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","458","VANGUARDIA","157,000","85,048,404","6,930","News & Politics","2011"
"1699959846-459","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","459","T mas","1,160,000","84,949,295","130","Entertainment","2015"
"1699959846-460","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","460","Lion Fiah","138,000","84,873,413","47","Music","2014"
"1699959846-461","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","461","¿Sabias Que?","515,000","84,812,943","401","Science & Technology","2012"
"1699959846-462","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","462","John Jairo Pérez","170,000","84,592,131","249","Music","2011"
"1699959846-463","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","463","Almacenes Éxito","124,000","84,436,022","420","Entertainment","2011"
"1699959846-464","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","464","Caminos de Éxito","1,150,000","84,321,615","330","People & Blogs","2016"
"1699959846-465","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","465","ArturoToons","457,000","84,172,149","371","Film & Animation","2014"
"1699959846-466","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","466","Cabas Musica","138,000","83,009,951","28","People & Blogs","2015"
"1699959846-467","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","467","El Águila Descalza","303,000","82,992,568","145","Comedy","2015"
"1699959846-468","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","468","LosPetitFellas","162,000","82,832,085","169","Music","2012"
"1699959846-469","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","469","Ramos Tv","463,000","82,804,941","1,716","Sports","2015"
"1699959846-470","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","470","El Geek Sin Nombre","459,000","82,663,967","137","Entertainment","2015"
"1699959846-471","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","471","Café Sello Rojo","25,500","82,456,350","208","","2014"
"1699959846-472","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","472","Trenzas y Peinados Colorín","569,000","82,442,656","400","Howto & Style","2013"
"1699959846-473","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","473","客Chetto","89,400","81,724,614","112","","2018"
"1699959846-474","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","474","LatinoMusicCom","227,246","80,905,950","107","Music","2012"
"1699959846-475","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","475","Colcafé Oficial","9,180","80,881,450","262","Entertainment","2011"
"1699959846-476","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","476","GrupoSIAM","175,000","80,108,362","69","Music","2011"
"1699959846-477","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","477","Generación 12 Kids","209,000","80,055,809","63","Music","2012"
"1699959846-478","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","478","IsDiloo","582,000","79,757,448","152","Gaming","2020"
"1699959846-479","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","479","Rayo & Toby","404,000","79,721,072","59","People & Blogs","2015"
"1699959846-480","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","480","Yanir Andres Moreno","103,000","79,712,444","177","Music","2012"
"1699959846-481","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","481","JuandaOviedo","520,000","79,690,100","22","Comedy","2011"
"1699959846-482","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","482","Sony Pictures Colombia","193,000","79,619,155","583","Film & Animation","2008"
"1699959846-483","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","483","FutbolMas","304,000","79,337,385","908","Sports","2015"
"1699959846-484","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","484","Trap Y Reggaeton Total Tv.","154,000","78,878,161","38","Entertainment","2016"
"1699959846-485","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","485","LLIXS","234,000","78,729,573","314","","2021"
"1699959846-486","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","486","Mickey Love","183,000","78,672,535","234","Music","2014"
"1699959846-487","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","487","Almas De Barrio","228,000","78,422,342","77","Music","2010"
"1699959846-488","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","488","jmigueba","120,000","78,094,082","1,791","Music","2010"
"1699959846-489","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","489","Mario Ovalle","252,000","77,989,215","1,843","Gaming","2012"
"1699959846-490","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","490","NamikoTC","410,000","77,954,142","56","Entertainment","2014"
"1699959846-491","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","491","ALI A.K.A. MIND","199,000","77,757,358","218","Music","2012"
"1699959846-492","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","492","NextGame 727","161,000","77,228,350","423","Science & Technology","2011"
"1699959846-493","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","493","Daniel Coronell","371,000","77,097,572","1,538","News & Politics","2018"
"1699959846-494","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","494","resubido +","166,000","76,900,523","270","","2017"
"1699959846-495","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","495","ReggaetonColombiano","227,000","76,329,714","374","Music","2012"
"1699959846-496","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","496","Carlos Nuño La Grande de Madrid","69,100","75,778,419","548","Music","2011"
"1699959846-497","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","497","5 Minutitos Más","613,000","75,755,873","100","Comedy","2015"
"1699959846-498","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","498","Zamir Villamil","1,430,000","75,636,318","134","People & Blogs","2014"
"1699959846-499","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","499","Karen Lizarazo","213,000","75,017,703","125","Music","2016"
"1699959846-500","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","500","New Order Music Inc","368,000","74,663,165","15","Music","2018"
"1699959846-501","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","501","vida segun richie","594,000","74,568,774","135","Entertainment","2017"
"1699959846-502","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","502","Escobar rider","395,000","74,507,198","393","Sports","2020"
"1699959846-503","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","503","Noticias RPTV","190,000","74,170,385","4,523","Entertainment","2010"
"1699959846-504","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","504","Corazón de Fantasía","282,000","73,554,304","358","Music","2015"
"1699959846-505","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","505","señor Biter","456,000","72,949,934","573","Education","2019"
"1699959846-506","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","506","JUNIOR JEIN CHANNEL","181,000","72,635,011","108","Music","2007"
"1699959846-507","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","507","Shark Tank Colombia","220,000","72,282,456","562","Entertainment","2020"
"1699959846-508","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","508","ManualidadeslaHormig","368,000","72,091,593","1,560","Howto & Style","2012"
"1699959846-509","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","509","Navidades Colombianas","86,300","71,953,194","80","Music","2011"
"1699959846-510","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","510","La Barra","175,000","71,899,525","593","Comedy","2008"
"1699959846-511","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","511","You Top","218,000","71,846,602","13","Entertainment","2017"
"1699959846-512","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","512","Colombia.com","310,000","71,795,188","5,278","People & Blogs","2009"
"1699959846-513","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","513","Caballeros de la Virgen","603,000","71,751,201","7,194","Education","2012"
"1699959846-514","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","514","Apocalipsis","402,000","71,703,780","265","Entertainment","2011"
"1699959846-515","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","515","SuPreMe BiKerS","230,000","71,634,553","290","Entertainment","2010"
"1699959846-516","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","516","Santiago Angel Yt","506,000","71,527,930","577","Music","2017"
"1699959846-517","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","517","Juan Valdez Café","18,200","71,252,880","267","","2011"
"1699959846-518","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","518","LianPal","381,000","71,019,582","203","Entertainment","2019"
"1699959846-519","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","519","Granuja 666","132,000","70,609,551","50","Music","2013"
"1699959846-520","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","520","La Voz Colombia","178,000","70,597,815","752","Entertainment","2013"
"1699959846-521","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","521","Ampletos","461,000","70,401,893","185","Education","2007"
"1699959846-522","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","522","DJ CHAWALA","180,000","70,339,665","128","Music","2019"
"1699959846-523","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","523","Renault Colombia - Oficial","74,200","70,192,836","337","Autos & Vehicles","2011"
"1699959846-524","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","524","TRUEQUE","254,000","70,148,489","516","Sports","2016"
"1699959846-525","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","525","Arte y Belleza Vicky","956,000","70,008,905","232","Howto & Style","2013"
"1699959846-526","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","526","Jorge Baron Televisión","236,000","69,984,749","1,563","","2011"
"1699959846-527","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","527","Pañales Winny","18,500","69,726,346","248","Entertainment","2011"
"1699959846-528","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","528","Humor Clasico","385,000","69,499,320","404","Entertainment","2016"
"1699959846-529","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","529","Oraciones Diarias con Amor","515,000","68,958,453","1,557","Education","2014"
"1699959846-530","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","530","BuxxiTV","65,100","68,483,676","67","Music","2010"
"1699959846-531","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","531","Real Music TV","199,000","68,477,285","1,019","Entertainment","2016"
"1699959846-532","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","532","TexMex Tops","402,000","68,335,269","37","Science & Technology","2016"
"1699959846-533","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","533","EL RENTE","387,000","68,129,588","153","Entertainment","2016"
"1699959846-534","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","534","studiosmillenium","210,000","68,063,711","146","Music","2008"
"1699959846-535","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","535","Mensajes d Amor","723,000","67,896,954","1,474","Entertainment","2011"
"1699959846-536","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","536","Aniam","821,000","67,536,600","327","Howto & Style","2014"
"1699959846-537","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","537","Flaarma Eventos Calentanos","134,000","66,916,900","1,466","Entertainment","2009"
"1699959846-538","https://us.youtubers.me/colombia/all/top-1000-youtube-channels-in-colombia","538","Para Mujeres","1,660,000","66,774,773","148","Howto & Style","2015"
